개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,공장사무직직원수,공장생산직직원수,공장판매직직원수,급수시설구분명,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,등급구분명,보증액,본사직원수,상세영업상태명,상세영업상태코드,시설총규모,여성종사자수,영업상태코드,영업장주변구분명,월세액,위생업태명,전통업소주된음식,전통업소지정번호,전화번호,좌표정보(X),좌표정보(Y),지번주소,홈페이지,최종수정시점
5080000,5080000-121-1995-00019,1995-01-09,폐업,2005-10-13,61.85,730-932,,빵사빵사과자점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,61.85,0,03,,,제과점영업,,,0544744060,328230.337942875    ,291578.965121935    ,경상북도 구미시 황상동 201-19 ,,2001-10-18 00:00:00
5080000,5080000-121-1995-00021,1995-02-15,폐업,2006-05-10,58.98,730-928,,그린제과점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,58.98,0,03,,,제과점영업,,,0544567457,319869.338598545    ,291070.010231736    ,경상북도 구미시 형곡동 152-1 ,,2005-04-04 00:00:00
5080000,5080000-121-1995-00022,1995-02-27,영업/정상,,75.70,730-930,39314,파리바게뜨구미형곡점,제과점영업,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,경상북도 구미시 형곡로 191 (형곡동),,,,영업,01,75.7,0,01,,,제과점영업,,,0544563420,320304.664582519    ,290436.99833362     ,경상북도 구미시 형곡동 262-5 ,,2016-12-19 10:43:43
5080000,5080000-121-1995-00033,1995-06-29,폐업,2011-09-16,30.24,730-927,,그랜드제과,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,30.24,0,03,,,제과점영업,,,0544575390,,,경상북도 구미시 형곡동 146 상가 1층 105호 ,,2001-10-18 00:00:00
5080000,5080000-121-1995-00038,1995-10-23,폐업,2014-12-15,74.25,730-110,39330,그랑프리제과,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 상사동로 125 (사곡동),,,,폐업,02,74.25,0,03,,,제과점영업,,,0544618735,322273.828301759    ,289220.6656912      ,경상북도 구미시 사곡동 520-8 ,,2015-03-02 17:21:22
5080000,5080000-121-1995-00042,1995-12-26,폐업,2005-10-12,24.20,730-916,,밀탑신평점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,24.2,0,03,,,제과점영업,,,0544622049,322534.798594143    ,292316.197178448    ,경상북도 구미시 신평동 136-7 ,,2005-08-22 00:00:00
5080000,5080000-121-1996-00001,1996-09-05,영업/정상,,27.65,730-916,39237,빵굽는마을베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 구미중앙로45길 22, 2호 (신평동)",,,,영업,01,27.65,0,01,,,제과점영업,,,0544636690,322387.857289445    ,292076.634476289    ,경상북도 구미시 신평동 150-10 2호 ,,2014-01-06 14:48:33
5080000,5080000-121-1996-00002,1996-04-27,폐업,2005-11-04,45.15,730-903,,일신베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,45.15,0,03,,,제과점영업,,,0544637796,323943.31887112     ,290848.77929798     ,경상북도 구미시 공단동 205-1 ,,2002-10-11 00:00:00
5080000,5080000-121-1996-00019,1996-05-22,폐업,2005-10-14,34.43,730-909,,문성권베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,34.43,0,03,,,제과점영업,,,0544583108,319882.46304249     ,294191.413321265    ,경상북도 구미시 도량동 738-43 ,,2001-10-18 00:00:00
5080000,5080000-121-1996-00023,1996-06-25,폐업,2005-10-17,31.44,730-908,,밀탑도량점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,31.44,0,03,,,제과점영업,,,0544576777,,,경상북도 구미시 도량동 112 시영아파트 상가 B동 104호,,2001-10-18 00:00:00
5080000,5080000-121-1996-00030,1996-09-13,폐업,2012-02-14,26.45,730-932,,파리바게뜨인동점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,26.45,0,03,,,제과점영업,,,0544726730,327965.680892252    ,290659.012174737    ,경상북도 구미시 황상동 280-3 ,,2004-06-18 00:00:00
5080000,5080000-121-1997-00023,1997-10-28,폐업,2015-07-04,27.54,730-908,39200,이딸리앙베이커리도량한빛점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 송동로 117, A동 103호 (도량동, 한빛타운상가)",,,,폐업,02,27.54,0,03,,,제과점영업,,,0544578979,,,경상북도 구미시 도량동 112 한빛타운상가 A동 1층 103호 ,,2015-08-26 10:02:18
5080000,5080000-121-1997-00025,1997-10-08,폐업,2008-10-24,66.00,730-904,,파리바게뜨 구미공단점,제과점영업,I,,,,,상수도전용,,N,2025-12-15 16:15:28,,,,,폐업,02,66,,03,,,제과점영업,,,0544645665,324603.427946523    ,289914.645255556    ,경상북도 구미시 공단동 264-19 ,,2008-11-24 10:44:12
5080000,5080000-121-1997-00033,1997-01-13,폐업,2014-12-15,31.16,730-819,39179,신라방베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 흥안로2길 5-7 (옥계동,1층)",,,,폐업,02,31.16,0,03,,,제과점영업,,,0544759279,327418.13220278     ,295017.500078313    ,경상북도 구미시 옥계동 555-1 1층 ,,2015-03-02 17:23:32
5080000,5080000-121-1997-00044,1997-04-25,폐업,2005-10-19,17.25,730-916,,이순재빵집,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,17.25,0,03,,,제과점영업,,,05400000000,319721.822887552    ,293071.887830055    ,경상북도 구미시 원평동 120-17 1층 ,,2001-10-18 00:00:00
5080000,5080000-121-1997-00052,1997-07-18,폐업,2014-12-15,62.06,730-923,39226,파리쟝과자점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 구미중앙로 122 (원평동),,,,폐업,02,62.06,0,03,,,제과점영업,,,0544582365,320154.654138441    ,292645.368140803    ,경상북도 구미시 원평동 360-7 ,,2015-03-02 17:25:08
5080000,5080000-121-1997-00059,1997-09-04,폐업,2000-02-10,47.92,730-804,,준베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,47.92,0,03,,,제과점영업,,,0544822812,,,"경상북도 구미시 선산읍 완전리 239 ,239-1,240-1 ",,2005-10-11 00:00:00
5080000,5080000-121-1997-00062,1997-02-05,폐업,2023-02-01,27.30,730-817,39149,한누리빵집,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 고아읍 문장로22길 37, 105호 (한누리상가)",,,,폐업,02,27.3,0,03,,,제과점영업,,,0544410840,,,경상북도 구미시 고아읍 원호리 447 한누리상가 1층 105호 ,,2023-02-01 13:25:52
5080000,5080000-121-1997-00063,1997-02-05,폐업,2010-12-30,25.35,730-814,,크라운베이커리원호점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,25.35,0,03,,,제과점영업,,,0544410779,,,경상북도 구미시 고아읍 원호리 454 1층 103호 ,,2001-10-29 00:00:00
5080000,5080000-121-1997-00064,1997-03-03,폐업,2014-12-15,24.12,730-814,39148,이재준베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 고아읍 문장로22길 38, 104호 (한누리상가)",,,,폐업,02,24.12,0,03,,,제과점영업,,,0544412282,,,경상북도 구미시 고아읍 원호리 454 한누리상가 1층 104호 ,,2015-03-02 17:27:11
5080000,5080000-121-1997-00067,1997-11-25,폐업,2012-06-18,38.64,730-814,,이상섭베이커리원호점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,38.64,0,03,,,제과점영업,,,0544434727,,,경상북도 구미시 고아읍 원호리 449 상가 109호 ,,2001-10-29 00:00:00
5080000,5080000-121-1998-00002,1998-12-02,폐업,2014-12-15,29.58,730-928,39297,행복을굽는빵,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 형곡서로 87, 109호 (형곡동, 풍림아파트상가)",,,,폐업,02,29.58,0,03,,,제과점영업,,,0544511700,320004.982242907    ,290858.382473392    ,경상북도 구미시 형곡동 151-10 풍림아파트상가 109호 ,,2015-03-02 17:31:51
5080000,5080000-121-1998-00003,1998-11-05,폐업,2010-11-12,32.76,730-916,,고려당구미분점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,32.76,0,03,,,제과점영업,,,0544540089,319828.157461265    ,292855.292275572    ,경상북도 구미시 원평동 96-3 ,,2001-10-15 00:00:00
5080000,5080000-121-1998-00023,1998-12-09,영업/정상,,33.75,730-909,39197,빵집이야기,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 문장로 133 (도량동),,,,영업,01,33.75,0,01,,,제과점영업,,,0544574171,,,경상북도 구미시 도량동 670 ,,2014-04-21 21:17:08
5080000,5080000-121-1998-00029,1998-02-05,폐업,2014-08-01,31.53,730-910,39198,새롬방베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 문장로 88 (도량동),,,,폐업,02,31.53,0,03,,,제과점영업,,,0544562554,319854.110645219    ,294235.652886211    ,경상북도 구미시 도량동 792-120 ,,2001-10-18 00:00:00
5080000,5080000-121-1998-00033,1998-09-16,폐업,2014-12-15,19.35,730-050,39301,빵굽는집,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 원남로4길 31 (남통동),,,,폐업,02,19.35,0,03,,,제과점영업,,,0544526624,319066.687733268    ,292867.842502907    ,경상북도 구미시 남통동 4-5 ,,2015-03-02 17:44:34
5080000,5080000-121-1998-00037,1998-02-25,폐업,2014-12-15,13.20,730-923,39225,솔로몬베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 구미중앙로21길 3 (원평동,1층)",,,,폐업,02,13.2,0,03,,,제과점영업,,,0544526858,320173.105282812    ,292685.532243643    ,경상북도 구미시 원평동 359-2 1층 ,,2015-03-03 09:05:00
5080000,5080000-121-1998-00046,1998-04-22,폐업,2013-10-29,74.76,730-916,39222,허브스베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 구미중앙로 52 (원평동),,,,폐업,02,74.76,0,03,,,제과점영업,,,0544555965,319535.889649968    ,292957.977045652    ,경상북도 구미시 원평동 106-17 ,,2004-12-20 00:00:00
5080000,5080000-121-1998-00064,1998-12-22,영업/정상,,120.80,730-380,39181,파리바게뜨옥계점,제과점영업,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,"경상북도 구미시 옥계신당로 6, 1동 1층 (옥계동)",,,,영업,01,120.8,0,01,,,제과점영업,,,0544648200,,,경상북도 구미시 옥계동 986 1층 1동 ,,2019-02-26 10:39:08
5080000,5080000-121-1998-00082,1998-11-20,폐업,2017-06-30,45.80,730-928,39297,케익마을,제과점영업,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,"경상북도 구미시 형곡중앙로 24 (형곡동,101호, 102호)",,,,폐업,02,45.8,0,03,,,제과점영업,,,0544610426,320092.032075798    ,290875.553873136    ,"경상북도 구미시 형곡동 151-9 101호, 102호 ",,2017-06-30 17:32:04
5080000,5080000-121-1999-00002,1999-12-01,폐업,2009-09-21,33.22,730-913,,빵아저씨쿠키아줌마,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,33.22,0,03,,,제과점영업,,,0544531890,321030.324695757    ,292066.789356773    ,경상북도 구미시 송정동 39-1 101호 ,,2006-06-02 00:00:00
5080000,5080000-121-1999-00003,1999-08-21,폐업,2012-10-05,15.00,730-904,39371,사마리아과자점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 산호대로 213 (공단동),,,,폐업,02,15,0,03,,,제과점영업,,,0544638496,,,경상북도 구미시 공단동 252 ,,2001-10-15 00:00:00
5080000,5080000-121-1999-00037,1999-11-30,폐업,2008-10-30,27.36,730-907,,빵굽는작은마을파크점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,27.36,0,03,,,제과점영업,,,0544429654,,,경상북도 구미시 도량동 77 파크상가 109호 ,,2001-10-18 00:00:00
5080000,5080000-121-1999-00038,1999-12-18,영업/정상,,62.52,730-908,39200,빵굽는작은마을,제과점영업,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,"경상북도 구미시 송동로 93, B동 107호,208호 (도량동, 한빛타운상가)",,,,영업,01,62.52,0,01,,,제과점영업,,,0544446422,,,"경상북도 구미시 도량동 112 한빛타운상가 B동 107호, 208호 ",,2022-03-14 17:24:42
5080000,5080000-121-1999-00039,1999-11-22,폐업,2010-12-24,40.78,730-908,,크라운베이커리구미도량점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,40.78,0,03,,,제과점영업,,,0544457010,,,경상북도 구미시 도량동 240 미도프라자 1층 1호 ,,2001-10-18 00:00:00
5080000,5080000-121-1999-00051,1999-12-11,폐업,2014-12-15,56.00,730-320,39432,고려당인동점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 인동중앙로 26 (인의동),,,,폐업,02,56,0,03,,,제과점영업,,,0544720250,327940.889812834    ,290588.159135446    ,경상북도 구미시 인의동 368-6 ,,2015-03-03 09:07:03
5080000,5080000-121-1999-00055,1999-03-05,폐업,2006-09-25,18.59,730-320,,몽블랑베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,18.59,0,03,,,제과점영업,,,0544730798,328350.383584912    ,291637.002810289    ,"경상북도 구미시 인의동 814-4 ,5,6번지 1층 ",,2005-09-30 00:00:00
5080000,5080000-121-1999-00057,1999-09-02,폐업,2016-10-14,40.92,730-141,39354,배익수베이커리오태점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 지주중류4길 3-26 (오태동,B 3L)",,,,폐업,02,40.92,0,03,,,제과점영업,,,0544646160,,,경상북도 구미시 오태동 53 B 3L ,,2011-09-16 10:24:22
5080000,5080000-121-1999-00087,1999-01-12,폐업,2005-11-02,38.85,730-814,,밀타운,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,38.85,0,03,,,제과점영업,,,,319718.130637275    ,295209.70597483     ,"경상북도 구미시 고아읍 원호리 444-8 ,105호 ",,2001-10-19 00:00:00
5080000,5080000-121-1999-00089,1999-03-30,폐업,2007-10-26,25.74,730-360,,빵빵7베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,25.74,0,03,,,제과점영업,,,0544558728,,,경상북도 구미시 진평동 0 41B 7-8L 007마트 내 ,,2003-06-17 00:00:00
5080000,5080000-121-1999-00124,1999-08-20,폐업,2005-08-24,28.56,730-809,,아미베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,28.56,0,03,,,제과점영업,,,0544442008,,,경상북도 구미시 봉곡동 387-10 2호 ,,2002-04-10 00:00:00
5080000,5080000-121-1999-00130,1999-09-07,폐업,2014-11-18,22.05,730-823,39186,뉴고려당베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 산호대로25길 34-9 (옥계동),,,,폐업,02,22.05,0,03,,,제과점영업,,,0544753335,,,경상북도 구미시 옥계동 618-5 ,,2001-10-20 00:00:00
5080000,5080000-121-1999-00137,1999-10-18,폐업,2010-01-18,37.61,730-120,,빵사랑베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,37.61,0,03,,,제과점영업,,,0544613242,,,경상북도 구미시 상모동 75 B 2L 신세계2단지 상가 901동 106호,,2001-10-20 00:00:00
5080000,5080000-121-1999-00150,1999-12-09,영업/정상,,76.34,730-804,39125,빵선수베이커리카페,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 선산읍 단계동길 68,,,,영업,01,76.34,0,01,,,제과점영업,,,0544817892,316651.645673457    ,305408.003310694    ,경상북도 구미시 선산읍 완전리 85-1 ,,2020-03-25 13:18:32
5080000,5080000-121-1999-00159,1999-12-08,폐업,2007-05-01,36.72,730-817,,빵굽는작은마을,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,36.72,0,03,,,제과점영업,,,0544435505,319718.130637275    ,295209.70597483     ,경상북도 구미시 고아읍 원호리 444-8 원호중앙상가 104호 ,,2001-10-29 00:00:00
5080000,5080000-121-2000-00001,2000-06-05,폐업,2020-01-28,22.00,730-941,39278,웰빙베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 백산로 201 (송정동),,,,폐업,02,22,0,03,,,제과점영업,,,0544543482,321605.096589513    ,291304.733677518    ,경상북도 구미시 송정동 497-1 ,,2020-01-28 14:26:15
5080000,5080000-121-2000-00006,2000-08-24,폐업,2008-11-07,56.60,730-926,,빵굽는큰나라,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,56.6,0,03,,,제과점영업,,,0544566225,319864.761972953    ,291286.376296378    ,경상북도 구미시 형곡동 137-1 1동 ,,2001-10-15 00:00:00
5080000,5080000-121-2000-00007,2000-07-05,폐업,2025-08-20,28.20,730-320,39426,몽블랑제과점,제과점영업,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,경상북도 구미시 검성로 17 (인의동),,,,폐업,02,28.2,0,03,,,제과점영업,,,0544565864,,,경상북도 구미시 인의동 285 ,,2025-08-20 17:15:38
5080000,5080000-121-2000-00037,2000-06-01,폐업,2006-01-02,43.24,730-825,,케익타운,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,43.24,0,03,,,제과점영업,,,0544757135,,,경상북도 구미시 옥계동 2 B 대백상가 1층 2호 ,,2001-10-16 00:00:00
5080000,5080000-121-2000-00042,2000-11-01,폐업,2010-12-20,29.31,730-040,,크라운베이커리형곡분점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,29.31,0,03,,,제과점영업,,,0544576704,320195.107552303    ,290840.539802752    ,"경상북도 구미시 형곡동 168-2 ,1층 ",,2006-02-28 00:00:00
5080000,5080000-121-2000-00045,2000-05-30,폐업,2008-08-01,38.67,730-915,,내사랑베이커리,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,38.67,0,03,,,제과점영업,,,0544558424,320595.625698831    ,291331.236812023    ,경상북도 구미시 송정동 466-2 1층 ,,2006-11-15 00:00:00
5080000,5080000-121-2000-00046,2000-06-16,영업/정상,,47.02,730-819,39179,빵더하기 케이크사랑,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,"경상북도 구미시 흥안로 67, 16호 (옥계동, 대백상가)",,,,영업,01,47.02,0,01,,,제과점영업,,,0544756523,,,경상북도 구미시 옥계동 540 대백상가 16호 ,,2022-03-14 18:03:22
5080000,5080000-121-2000-00059,2000-05-01,폐업,2014-12-23,54.52,730-100,39246,밀탑빵비산점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,경상북도 구미시 비산로1길 20 (비산동),,,,폐업,02,54.52,0,03,,,제과점영업,,,0544620255,323670.628625703    ,292094.173521604    ,경상북도 구미시 비산동 504-4 ,,2001-10-18 00:00:00
5080000,5080000-121-2000-00086,2000-06-01,폐업,2006-07-12,40.45,730-823,,레삐또르과자점,제과점영업,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,40.45,0,03,,,제과점영업,,,0544750045,327447.541969614    ,294281.423389787    ,경상북도 구미시 옥계동 618-1 ,,2001-10-20 00:00:00
